Assistance No.;Job No.;Vessel;Description;Vessel Name;Job;Departure;Arrival;Start Mobilisation;Ordered;On Site;Start - On Site;Lignes;Start Job;Start Job - End Job;Lignes2;End Job;End Job - End Mobilisation;Lignes3;End Mobilisation;Total;Lignes4;Assistant Hrs;Running Hrs.;Time Registration;Used Configuration;Comments
ASS21035039;JOB21018109;SOUTHAMPTON;Southampton;DELPHINE;SHIFT VOORHAVEN;;Brittaniadok C.RO  BRITTANNIADOK;02/04/21 11:20:00;02/04/21 12:35:00;02/04/21 11:35:00;;;02/04/21 12:37:00;;;02/04/21 14:01:04;;;02/04/21 14:31:00;;;1,4;3,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034979;JOB21018093;SOUTHAMPTON;Southampton;CMA CGM FORT DE FRANCE;VOORHAVEN;Albert II dok APM TERMINAL;;02/04/21 09:30:00;02/04/21 10:00:00;02/04/21 09:35:00;;;02/04/21 10:00:00;;;02/04/21 10:25:00;;;02/04/21 10:55:00;;;0,4;1,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034903;JOB21018071;SOUTHAMPTON;Southampton;CLEAN PLANET;VOORHAVEN;;LNG LNG STEIGER WEST;02/04/21 06:15:00;02/04/21 07:30:00;02/04/21 06:45:00;;;02/04/21 07:30:00;;;02/04/21 09:20:00;;;02/04/21 09:50:00;;;1,8;3,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034834;JOB21018033;SOUTHAMPTON;Southampton;PARADISE ACE;LOCK;Zuidelijk Insteekdok ZID OOST;;01/04/21 23:00:08;01/04/21 23:40:00;01/04/21 23:30:00;;;01/04/21 23:40:00;;;02/04/21 01:45:00;;;02/04/21 02:15:00;;;2,1;3,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034815;JOB21018026;SOUTHAMPTON;Southampton;ENDURANCE;LOCK;Zuidelijk Insteekdok SRT ZID;;01/04/21 19:30:00;01/04/21 21:00:00;01/04/21 20:30:00;;;01/04/21 21:19:20;;;01/04/21 22:10:00;;;01/04/21 22:25:00;;;0,8;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034556;JOB21017852;SOUTHAMPTON;Southampton;BORIS DAVYDOV;FIREWATCH;Brandwacht;LNG LNG TERMINAL;01/04/21 08:45:00;01/04/21 08:45:00;01/04/21 08:55:00;;;01/04/21 08:55:00;;;01/04/21 19:30:00;;;01/04/21 20:00:00;;;10,6;11,3;Finished;;FAUX
ASS21034513;JOB21017834;SOUTHAMPTON;Southampton;BORIS DAVYDOV;VOORHAVEN;;LNG LNG TERMINAL;01/04/21 06:10:00;01/04/21 06:45:00;01/04/21 06:35:00;;;01/04/21 06:45:00;;;01/04/21 08:45:00;;;01/04/21 09:15:00;;;2,;3,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034445;JOB21017799;SOUTHAMPTON;Southampton;SIRIUS HIGHWAY;LOCK;Zuidelijk Insteekdok ZID OOST;;31/03/21 23:30:00;01/04/21 00:05:00;01/04/21 00:00:34;;;01/04/21 00:05:30;;;01/04/21 01:44:49;;;01/04/21 02:14:21;;;1,7;2,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034273;JOB21017700;SOUTHAMPTON;Southampton;MOSEL ACE;LOCK;;Noordelijk Insteekdok ICO WEST;31/03/21 11:25:00;31/03/21 11:35:00;31/03/21 11:30:00;;;31/03/21 11:35:00;;;31/03/21 13:30:00;;;31/03/21 14:00:00;;;1,9;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21034135;JOB21017641;SOUTHAMPTON;Southampton;EMERALD LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;31/03/21 00:01:57;31/03/21 00:35:00;31/03/21 00:35:13;;;31/03/21 00:35:15;;;31/03/21 01:59:04;;;31/03/21 02:29:21;;;1,4;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21033996;JOB21017586;SOUTHAMPTON;Southampton;GLOVIS CROWN;SHIFT ACHTERHAVEN;k511;k523;30/03/21 14:55:00;30/03/21 15:25:00;30/03/21 15:10:00;;;30/03/21 15:25:00;;;30/03/21 16:25:00;;;30/03/21 16:55:00;;;1,;2,;Finished;;VRAI
ASS21033941;JOB21017551;SOUTHAMPTON;Southampton;VIRGO LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;30/03/21 13:05:00;30/03/21 14:15:00;30/03/21 13:55:00;;;30/03/21 14:15:00;;;30/03/21 14:55:00;;;30/03/21 14:55:00;;;0,7;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21033775;JOB21017445;SOUTHAMPTON;Southampton;BRASILIA HIGHWAY;LOCK;;Zuidelijk Insteekdok ZID WEST;30/03/21 01:35:00;30/03/21 02:20:00;30/03/21 02:05:00;;;30/03/21 02:18:15;;;30/03/21 04:25:08;;;30/03/21 04:55:12;;;2,1;3,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21033570;JOB21017293;SOUTHAMPTON;Southampton;ELEGANT ACE;LOCK;Noordelijk Insteekdok ICO WEST;;29/03/21 14:45:00;29/03/21 15:10:00;29/03/21 15:00:00;;;29/03/21 15:10:00;;;29/03/21 17:05:00;;;29/03/21 17:35:00;;;1,9;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21033522;JOB21017275;SOUTHAMPTON;Southampton;GRAND HERO;LOCK;Zuidelijk Insteekdok ZID WEST;;29/03/21 13:25:00;29/03/21 13:50:00;29/03/21 13:45:00;;;29/03/21 13:50:00;;;29/03/21 14:45:00;;;29/03/21 14:45:00;;;0,9;1,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21033237;JOB21017147;SOUTHAMPTON;Southampton;VIRGO LEADER;LOCK;Ligplaats 1303, VERREBROEKDOK;Zuidelijk Insteekdok ZID WEST;29/03/21 01:45:00;29/03/21 02:20:00;29/03/21 02:15:00;;;29/03/21 02:20:00;;;29/03/21 04:07:11;;;29/03/21 04:37:05;;;1,8;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21033127;JOB21017101;SOUTHAMPTON;Southampton;PAULINE;VOORHAVEN;;Hermespier C.RO HERMESKAAI;28/03/21 18:30:00;28/03/21 19:00:00;28/03/21 19:00:00;;;28/03/21 19:00:00;;;28/03/21 19:15:00;;;28/03/21 19:45:00;;;0,3;1,3;Finished;;VRAI
ASS21033092;JOB21017091;SOUTHAMPTON;Southampton;TENNA KOSAN;VOORHAVEN;;Geul West - ZP1 BBM;28/03/21 17:00:00;28/03/21 17:40:00;28/03/21 17:15:00;;;28/03/21 17:40:00;;;28/03/21 18:30:00;;;28/03/21 19:00:00;;;0,8;2,;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21032997;JOB21017049;SOUTHAMPTON;Southampton;SPICA LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;28/03/21 11:20:00;28/03/21 12:10:00;28/03/21 12:00:00;;;28/03/21 12:10:00;;;28/03/21 16:30:00;;;28/03/21 17:00:00;;;4,3;5,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040066;JOB21020649;SOUTHAMPTON;Southampton;SPICA LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;28/03/21 11:20:00;28/03/21 12:10:00;28/03/21 12:00:00;;;28/03/21 12:10:00;;;28/03/21 16:30:00;;;28/03/21 16:30:00;;;4,3;5,2;Finished;;FAUX
ASS21032869;JOB21016974;SOUTHAMPTON;Southampton;OOCL JAPAN;VOORHAVEN;;Albert II dok APM TERMINAL;28/03/21 03:10:00;28/03/21 04:00:00;28/03/21 03:45:00;;;28/03/21 03:52:45;;;28/03/21 05:35:04;;;28/03/21 06:05:14;;;1,7;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21032839;JOB21016963;SOUTHAMPTON;Southampton;CSCL MARS;VOORHAVEN;Albert II dok APM TERMINAL;;28/03/21 00:30:00;28/03/21 01:05:00;28/03/21 01:00:00;;;28/03/21 01:00:00;;;28/03/21 01:42:24;;;28/03/21 03:12:01;;;0,7;1,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21032813;JOB21016953;SOUTHAMPTON;Southampton;GENTLE LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;27/03/21 21:34:34;27/03/21 22:00:00;27/03/21 22:00:00;;;27/03/21 22:00:00;;;27/03/21 23:35:59;;;28/03/21 00:05:44;;;1,6;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21032727;JOB21016918;SOUTHAMPTON;Southampton;GRAND HERO;LOCK;;Zuidelijk Insteekdok ZID WEST;27/03/21 17:10:00;27/03/21 16:05:00;27/03/21 17:10:00;;;27/03/21 17:20:00;;;27/03/21 18:00:00;;;27/03/21 18:30:00;;;0,7;1,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21032260;JOB21016577;SOUTHAMPTON;Southampton;ENDURANCE;FIREWATCH;;Noordelijk Insteekdok BNFW WEST;26/03/21 16:45:00;26/03/21 08:00:00;26/03/21 16:45:00;;;26/03/21 16:45:00;;;27/03/21 14:00:00;;;27/03/21 14:30:00;;;21,3;21,8;Finished;;VRAI
ASS21032199;JOB21016676;SOUTHAMPTON;Southampton;CSCL MARS;VOORHAVEN;;Albert II dok APM TERMINAL;26/03/21 14:00:00;26/03/21 14:35:00;26/03/21 14:05:00;;;26/03/21 14:35:00;;;26/03/21 15:55:00;;;26/03/21 16:25:00;;;1,3;2,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21032156;JOB21016632;SOUTHAMPTON;Southampton;CSCL STAR;VOORHAVEN;Albert II dok APM TERMINAL;;26/03/21 12:10:00;26/03/21 12:30:00;26/03/21 12:30:00;;;26/03/21 12:30:00;;;26/03/21 13:55:00;;;26/03/21 14:00:00;;;1,4;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21031999;JOB21016545;SOUTHAMPTON;Southampton;POLARIS HIGHWAY;LOCK;;Zuidelijk Insteekdok ZID OOST;26/03/21 02:15:00;26/03/21 02:20:00;26/03/21 02:15:00;;;26/03/21 02:25:00;;;26/03/21 04:50:00;;;26/03/21 06:10:00;;;2,4;3,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21031959;JOB21016530;SOUTHAMPTON;Southampton;MORNING CORNELIA;LOCK;;Zuidelijk Insteekdok SRT ZID;25/03/21 22:50:00;25/03/21 23:30:00;25/03/21 23:20:00;;;25/03/21 23:30:00;;;26/03/21 01:17:31;;;26/03/21 02:15:00;;;1,8;3,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21031771;JOB21016444;SOUTHAMPTON;Southampton;CMA CGM AMERICA;VOORHAVEN;Albert II dok APM TERMINAL;;25/03/21 13:35:00;25/03/21 14:00:00;25/03/21 13:55:00;;;25/03/21 14:00:00;;;25/03/21 14:25:00;;;25/03/21 14:55:00;;;0,4;1,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21031523;JOB21016304;SOUTHAMPTON;Southampton;CSCL STAR;VOORHAVEN;;Albert II dok APM TERMINAL;24/03/21 23:41:16;24/03/21 22:42:00;25/03/21 00:01:58;;;25/03/21 00:08:44;;;25/03/21 01:10:54;;;25/03/21 01:40:00;;;1,;2,;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21031479;JOB21016292;SOUTHAMPTON;Southampton;CMA CGM AMERICA;VOORHAVEN;;Albert II dok APM TERMINAL;24/03/21 20:22:23;24/03/21 20:55:00;24/03/21 20:55:19;;;24/03/21 20:55:23;;;24/03/21 21:44:55;;;24/03/21 22:15:00;;;0,8;1,9;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21031272;JOB21016187;SOUTHAMPTON;Southampton;RUDOLF SAMOYLOVICH;VOORHAVEN;LNG LNG STEIGER WEST;;24/03/21 10:30:00;24/03/21 10:50:00;24/03/21 10:50:00;;;24/03/21 10:50:00;;;24/03/21 11:33:49;;;24/03/21 12:03:00;;;0,7;1,6;Finished;;VRAI
ASS21031043;JOB21016081;SOUTHAMPTON;Southampton;ENDURANCE;LOCK;;Noordelijk Insteekdok BNFW WEST;23/03/21 17:00:00;23/03/21 17:50:00;23/03/21 17:30:00;;;23/03/21 17:50:00;;;23/03/21 20:13:32;;;23/03/21 20:22:33;;;2,4;3,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21030915;JOB21016009;SOUTHAMPTON;Southampton;APL SINGAPURA;VOORHAVEN;Albert II dok APM TERMINAL;Ligplaats 1710, DEURGANCKDOK 2;23/03/21 12:30:00;23/03/21 21:09:00;23/03/21 13:00:00;;;23/03/21 13:58:57;;;23/03/21 14:29:29;;;23/03/21 15:00:00;;;0,5;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21030866;JOB21015983;SOUTHAMPTON;Southampton;RUDOLF SAMOYLOVICH;VOORHAVEN;;LNG LNG STEIGER WEST;23/03/21 09:35:00;23/03/21 10:30:00;23/03/21 10:29:01;;;23/03/21 10:31:04;;;23/03/21 12:29:52;;;23/03/21 13:00:00;;;2,;3,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21030724;JOB21015907;SOUTHAMPTON;Southampton;APL SINGAPURA;VOORHAVEN;;Albert II dok APM TERMINAL;22/03/21 19:58:21;22/03/21 20:30:00;22/03/21 20:23:04;;;22/03/21 20:33:42;;;22/03/21 21:28:57;;;22/03/21 22:00:00;;;0,9;2,;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21030679;JOB21015893;SOUTHAMPTON;Southampton;GLOVIS CARAVEL;LOCK;Zuidelijk Insteekdok TOYOTA ZID;;22/03/21 17:30:00;22/03/21 17:55:00;22/03/21 17:55:57;;;22/03/21 17:55:58;;;22/03/21 19:06:57;;;22/03/21 19:35:00;;;1,2;2,1;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21030551;JOB21015761;SOUTHAMPTON;Southampton;AZALEA ACE;LOCK;;Zuidelijk Insteekdok ZID OOST;22/03/21 12:10:00;22/03/21 12:50:00;22/03/21 12:40:00;;;22/03/21 12:53:24;;;22/03/21 15:20:42;;;22/03/21 15:50:00;;;2,5;3,7;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21030356;JOB21015656;SOUTHAMPTON;Southampton;SCHELDEGRACHT;SHIFT VOORHAVEN;Visartsluis - ZP1 OCHZ WESTERHOOFD;Wielingendok STORA WIELINGENDOK;22/03/21 01:26:30;22/03/21 02:00:00;22/03/21 01:48:16;;;22/03/21 02:04:41;;;22/03/21 03:26:26;;;22/03/21 03:55:00;;;1,4;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21030212;JOB21015614;SOUTHAMPTON;Southampton;CORAL LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;21/03/21 17:35:00;21/03/21 18:35:00;21/03/21 18:10:00;;;21/03/21 18:35:11;;;21/03/21 19:15:53;;;21/03/21 19:28:23;;;0,7;1,9;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21030163;JOB21015593;SOUTHAMPTON;Southampton;TANNHAUSER;LOCK;;Zuidelijk Insteekdok WALLENIUS;21/03/21 15:30:00;21/03/21 15:55:00;21/03/21 15:54:39;;;21/03/21 15:54:41;;;21/03/21 17:35:00;;;21/03/21 18:05:00;;;1,7;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21030133;JOB21015578;SOUTHAMPTON;Southampton;MORNING LUCY;LOCK;Zuidelijk Insteekdok WALLENIUS;;21/03/21 13:30:00;21/03/21 13:55:00;21/03/21 14:00:00;;;21/03/21 14:00:30;;;21/03/21 15:32:17;;;21/03/21 16:00:00;;;1,5;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21029991;JOB21015530;SOUTHAMPTON;Southampton;RHEA LEADER;LOCK;Ligplaats 1239, VRASENEDOK;Zuidelijk Insteekdok ZID WEST;21/03/21 02:42:11;21/03/21 03:20:00;21/03/21 03:21:54;;;21/03/21 03:21:58;;;21/03/21 05:00:00;;;21/03/21 05:21:07;;;1,6;2,6;Finished;TOWING WINCH FWD / STBD;FAUX
ASS21029839;JOB21015473;SOUTHAMPTON;Southampton;MELEQ;VOORHAVEN;Albert II dok ALBERT II DOK;;20/03/21 15:45:00;20/03/21 16:15:00;20/03/21 16:15:00;;;20/03/21 16:16:54;;;20/03/21 16:28:59;;;20/03/21 17:00:00;;;0,2;1,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21029686;JOB21015398;SOUTHAMPTON;Southampton;ZILTBORG;VOORHAVEN;;Wielingendok STORA WIELINGENDOK;20/03/21 07:00:00;20/03/21 07:35:00;20/03/21 07:36:47;;;20/03/21 07:38:21;;;20/03/21 08:00:17;;;20/03/21 08:30:00;;;0,4;1,5;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21029615;JOB21015371;SOUTHAMPTON;Southampton;AL NUAMAN;VOORHAVEN;LNG LNG STEIGER WEST;;20/03/21 01:30:16;20/03/21 02:35:00;20/03/21 02:10:01;;;20/03/21 02:41:58;;;20/03/21 03:13:29;;;20/03/21 03:45:00;;;0,5;2,2;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21029596;JOB21015364;SOUTHAMPTON;Southampton;AUTO ECO;LOCK ONLY;Zuidelijk Insteekdok ZID WEST;;19/03/21 23:50:00;20/03/21 00:28:00;20/03/21 00:20:00;;;20/03/21 00:28:30;;;20/03/21 01:28:20;;;20/03/21 01:28:24;;;1,;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21029543;JOB21015337;SOUTHAMPTON;Southampton;PROMETHEUS LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;19/03/21 19:59:00;19/03/21 20:50:00;19/03/21 20:48:15;;;19/03/21 20:48:17;;;19/03/21 22:26:36;;;19/03/21 22:55:00;;;1,6;2,9;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21029389;JOB21015224;SOUTHAMPTON;Southampton;AL NUAMAN;FIREWATCH;;LNG LNG STEIGER WEST;19/03/21 10:00:00;19/03/21 03:40:00;19/03/21 10:30:00;;;19/03/21 10:30:00;;;19/03/21 17:30:00;;;19/03/21 18:00:00;;;7,;8,;Finished;;FAUX
ASS21029280;JOB21015163;SOUTHAMPTON;Southampton;AL NUAMAN;VOORHAVEN;;LNG LNG STEIGER WEST;19/03/21 00:29:09;19/03/21 01:40:00;19/03/21 01:03:58;;;19/03/21 01:22:11;;;19/03/21 02:58:43;;;19/03/21 03:30:00;;;1,6;3,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21029216;JOB21015136;SOUTHAMPTON;Southampton;MSC PINA;VOORHAVEN;;Albert II dok APM TERMINAL;18/03/21 19:40:53;18/03/21 20:45:00;18/03/21 20:29:19;;;18/03/21 20:29:22;;;18/03/21 21:34:09;;;18/03/21 22:05:00;;;1,1;2,4;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21029183;JOB21015122;SOUTHAMPTON;Southampton;MICHIGAN HIGHWAY;LOCK;Zuidelijk Insteekdok TOYOTA ZID;;18/03/21 15:40:00;18/03/21 18:00:00;18/03/21 16:20:00;;;18/03/21 18:00:00;;;18/03/21 19:38:56;;;18/03/21 19:39:56;;;1,6;4,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21029078;JOB21015043;SOUTHAMPTON;Southampton;MANON;LOCK;Zuidelijk Insteekdok SRT ZID;;18/03/21 12:20:00;18/03/21 14:55:00;18/03/21 14:45:00;;;18/03/21 14:58:00;;;18/03/21 15:41:38;;;18/03/21 16:21:00;;;0,7;4,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028910;JOB21014926;SOUTHAMPTON;Southampton;CORAL LEADER;LOCK;;Zuidelijk Insteekdok ZID OOST;18/03/21 01:40:00;18/03/21 02:22:00;18/03/21 02:21:05;;;18/03/21 02:22:00;;;18/03/21 02:30:00;;;18/03/21 03:00:00;;;0,1;1,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028883;JOB21014913;SOUTHAMPTON;Southampton;HOEGH TRACER;LOCK;;Zuidelijk Insteekdok ZID WEST;17/03/21 23:35:00;17/03/21 23:45:00;17/03/21 23:45:00;;;17/03/21 23:45:00;;;18/03/21 00:15:00;;;18/03/21 00:45:00;;;0,5;1,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028878;JOB21014916;SOUTHAMPTON;Southampton;PAULINE;VOORHAVEN;Brittaniadok C.RO  BRITTANNIADOK;;17/03/21 22:30:00;17/03/21 23:00:00;17/03/21 23:00:00;;;17/03/21 23:00:00;;;17/03/21 23:35:00;;;18/03/21 00:05:00;;;0,6;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028760;JOB21014839;SOUTHAMPTON;Southampton;APHRODITE LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;17/03/21 15:40:00;17/03/21 15:55:00;17/03/21 15:45:00;;;17/03/21 15:55:00;;;17/03/21 17:42:20;;;17/03/21 18:12:00;;;1,8;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028687;JOB21014802;SOUTHAMPTON;Southampton;IRIS ACE;LOCK;;Zuidelijk Insteekdok TOYOTA ZID;17/03/21 13:05:50;17/03/21 13:35:00;17/03/21 13:05:52;;;17/03/21 13:40:00;;;17/03/21 15:35:00;;;17/03/21 15:40:00;;;1,9;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028630;JOB21014765;SOUTHAMPTON;Southampton;MOSEL ACE;LOCK;Zuidelijk Insteekdok STEIGER TOYOTA;;17/03/21 11:00:00;17/03/21 11:25:00;17/03/21 11:28:07;;;17/03/21 11:28:08;;;17/03/21 13:03:52;;;17/03/21 13:05:09;;;1,6;2,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028588;JOB21014738;SOUTHAMPTON;Southampton;APHRODITE LEADER;SHIFT ACHTERHAVEN;;Zuidelijk Insteekdok ZID OOST;17/03/21 01:10:00;17/03/21 01:40:00;17/03/21 01:25:00;;;17/03/21 01:40:00;;;17/03/21 02:35:00;;;17/03/21 03:05:00;;;0,9;1,9;Finished;;VRAI
ASS21028491;JOB21014681;SOUTHAMPTON;Southampton;NEPTUNE DYNAMIS;LOCK;;Noordelijk Insteekdok CTO OOST;17/03/21 00:10:00;16/03/21 23:05:00;17/03/21 00:10:00;;;17/03/21 00:15:00;;;17/03/21 01:08:03;;;17/03/21 01:38:00;;;0,9;1,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028427;JOB21014666;SOUTHAMPTON;Southampton;CITY OF ST PETERSBURG;LOCK;;Noordelijk Insteekdok ICO WEST;16/03/21 19:00:00;16/03/21 19:45:00;16/03/21 19:30:00;;;16/03/21 19:45:00;;;16/03/21 22:50:00;;;16/03/21 23:20:00;;;3,1;4,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028191;JOB21014522;SOUTHAMPTON;Southampton;AL SADD;VOORHAVEN;;LNG LNG STEIGER WEST;16/03/21 10:30:00;16/03/21 11:30:00;16/03/21 11:15:00;;;16/03/21 11:33:28;;;16/03/21 13:45:00;;;16/03/21 14:15:00;;;2,2;3,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028119;JOB21014499;SOUTHAMPTON;Southampton;GAS AGILITY;VOORHAVEN;LNG LNG STEIGER WEST;;16/03/21 07:20:00;16/03/21 07:50:00;16/03/21 07:50:00;;;16/03/21 07:50:00;;;16/03/21 08:20:00;;;16/03/21 08:50:00;;;0,5;1,5;Finished;;VRAI
ASS21028097;JOB21014488;SOUTHAMPTON;Southampton;COSCO SHIPPING STAR;VOORHAVEN;Albert II dok APM TERMINAL;;16/03/21 05:10:00;16/03/21 06:00:00;16/03/21 05:40:00;;;16/03/21 06:10:00;;;16/03/21 06:41:43;;;16/03/21 07:10:00;;;0,5;2,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028059;JOB21014468;SOUTHAMPTON;Southampton;SERENITY ACE;LOCK;Zuidelijk Insteekdok ZID WEST;;16/03/21 00:00:00;16/03/21 01:25:00;16/03/21 01:20:00;;;16/03/21 01:25:00;;;16/03/21 02:40:00;;;16/03/21 03:10:00;;;1,3;3,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028021;JOB21014457;SOUTHAMPTON;Southampton;NEPTUNE GALENE;LOCK;Noordelijk Insteekdok ICO WEST;;15/03/21 21:36:07;15/03/21 22:00:00;15/03/21 22:00:00;;;15/03/21 22:00:00;;;15/03/21 23:55:00;;;16/03/21 00:25:00;;;1,9;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21027886;JOB21014358;SOUTHAMPTON;Southampton;SERENITY ACE;LOCK;;Zuidelijk Insteekdok ZID WEST;15/03/21 14:30:00;15/03/21 13:20:00;15/03/21 14:30:00;;;15/03/21 14:50:00;;;15/03/21 15:15:28;;;15/03/21 15:45:00;;;0,4;1,3;Finished;;VRAI
ASS21027640;JOB21014238;SOUTHAMPTON;Southampton;NEPTUNE GALENE;LOCK;;Noordelijk Insteekdok ICO WEST;15/03/21 03:00:00;15/03/21 02:50:00;15/03/21 04:10:00;;;15/03/21 04:10:00;;;15/03/21 04:45:00;;;15/03/21 05:15:00;;;0,6;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21027609;JOB21014227;SOUTHAMPTON;Southampton;MORNING LUCY;SHIFT ACHTERHAVEN;;Noordelijk Insteekdok ICO WEST;15/03/21 00:20:00;15/03/21 01:50:00;15/03/21 01:45:00;;;15/03/21 02:00:00;;;15/03/21 02:30:00;;;15/03/21 03:00:00;;;0,5;2,7;Finished;TOWING WINCH FWD / STBD;VRAI
ASS21027545;JOB21014224;SOUTHAMPTON;Southampton;MONZA EXPRESS;LOCK;Verbindingsdok ZID WEST;;14/03/21 21:40:00;14/03/21 22:00:00;14/03/21 21:55:00;;;14/03/21 22:00:00;;;14/03/21 22:35:00;;;14/03/21 23:05:00;;;0,6;1,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21027501;JOB21014203;SOUTHAMPTON;Southampton;THEMIS;LOCK;;Zuidelijk Insteekdok WALLENIUS;14/03/21 19:35:00;14/03/21 19:55:00;14/03/21 19:55:00;;;14/03/21 19:55:00;;;14/03/21 21:40:00;;;14/03/21 22:10:00;;;1,8;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21027476;JOB21014170;SOUTHAMPTON;Southampton;SILVER MOON;LOCK;Zuidelijk Insteekdok TOYOTA ZID;;14/03/21 16:30:00;14/03/21 17:00:00;14/03/21 16:50:00;;;14/03/21 17:00:00;;;14/03/21 19:35:00;;;14/03/21 20:05:00;;;2,6;3,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21027444;JOB21014162;SOUTHAMPTON;Southampton;TULANE;LOCK;;Zuidelijk Insteekdok SRT ZID;14/03/21 12:50:00;14/03/21 13:30:00;14/03/21 13:15:00;;;14/03/21 13:30:00;;;14/03/21 15:15:00;;;14/03/21 15:45:00;;;1,8;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21027303;JOB21014094;SOUTHAMPTON;Southampton;MSC SINDY;VOORHAVEN;Albert II dok APM TERMINAL;;14/03/21 05:45:00;14/03/21 06:00:00;14/03/21 06:10:00;;;14/03/21 06:10:00;;;14/03/21 06:30:52;;;14/03/21 07:00:00;;;0,3;1,3;Finished;;VRAI
ASS21027204;JOB21014057;SOUTHAMPTON;Southampton;SALOME;LOCK;Zuidelijk Insteekdok WALLENIUS;;13/03/21 20:20:00;13/03/21 22:15:00;13/03/21 20:50:00;;;13/03/21 22:15:00;;;13/03/21 23:55:00;;;14/03/21 00:25:00;;;1,7;4,1;Finished;TOWING WINCH FWD / PORT;VRAI
