Assistance No.;Job No.;Vessel;Description;Vessel Name;Job;Departure;Arrival;Start Mobilisation;Ordered;On Site;Start - On Site;Lignes;Start Job;Start Job - End Job;Lignes2;End Job;End Job - End Mobilisation;Lignes3;End Mobilisation;Total;Lignes4;Assistant Hrs;Running Hrs.;Time Registration;Used Configuration;Comments
ASS21032997;JOB21017049;SOUTHAMPTON;Southampton;SPICA LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-03-28 11:20:00;28/03/21 12:10:00;2021-03-28 12:00:00;30.807699999999997;48771 - 48810;28/03/21 12:10:00;;;28/03/21 16:30:00;;;28/03/21 17:00:00;;;4,3;5,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21040066;JOB21020649;SOUTHAMPTON;Southampton;SPICA LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-03-28 11:20:00;28/03/21 12:10:00;2021-03-28 12:00:00;30.807699999999997;48771 - 48810;28/03/21 12:10:00;;;28/03/21 16:30:00;;;28/03/21 16:30:00;;;4,3;5,2;Finished;;FAUX
ASS21032869;JOB21016974;SOUTHAMPTON;Southampton;OOCL JAPAN;VOORHAVEN;;Albert II dok APM TERMINAL;2021-03-28 03:10:00;28/03/21 04:00:00;2021-03-28 03:45:00;102.2456;48281 - 48315;28/03/21 03:52:45;;;28/03/21 05:35:04;;;28/03/21 06:05:14;;;1,7;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21032839;JOB21016963;SOUTHAMPTON;Southampton;CSCL MARS;VOORHAVEN;Albert II dok APM TERMINAL;;2021-03-28 00:30:00;28/03/21 01:05:00;2021-03-28 01:00:00;54.2251;48121 - 48150;28/03/21 01:00:00;;;28/03/21 01:42:24;;;28/03/21 03:12:01;;;0,7;1,7;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21032813;JOB21016953;SOUTHAMPTON;Southampton;GENTLE LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;2021-03-27 21:34:34;27/03/21 22:00:00;2021-03-27 22:00:00;;;27/03/21 22:00:00;;;27/03/21 23:35:59;;;28/03/21 00:05:44;;;1,6;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21032727;JOB21016918;SOUTHAMPTON;Southampton;GRAND HERO;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-03-27 17:10:00;27/03/21 16:05:00;2021-03-27 17:10:00;;;27/03/21 17:20:00;;;27/03/21 18:00:00;;;27/03/21 18:30:00;;;0,7;1,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21032260;JOB21016577;SOUTHAMPTON;Southampton;ENDURANCE;FIREWATCH;;Noordelijk Insteekdok BNFW WEST;2021-03-26 16:45:00;26/03/21 08:00:00;2021-03-26 16:45:00;;;26/03/21 16:45:00;;;27/03/21 14:00:00;;;27/03/21 14:30:00;;;21,3;21,8;Finished;;VRAI
ASS21032199;JOB21016676;SOUTHAMPTON;Southampton;CSCL MARS;VOORHAVEN;;Albert II dok APM TERMINAL;2021-03-26 14:00:00;26/03/21 14:35:00;2021-03-26 14:05:00;3.3513;46050 - 46054;26/03/21 14:35:00;;;26/03/21 15:55:00;;;26/03/21 16:25:00;;;1,3;2,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21032156;JOB21016632;SOUTHAMPTON;Southampton;CSCL STAR;VOORHAVEN;Albert II dok APM TERMINAL;;2021-03-26 12:10:00;26/03/21 12:30:00;2021-03-26 12:30:00;;;26/03/21 12:30:00;;;26/03/21 13:55:00;;;26/03/21 14:00:00;;;1,4;1,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21031999;JOB21016545;SOUTHAMPTON;Southampton;POLARIS HIGHWAY;LOCK;;Zuidelijk Insteekdok ZID OOST;2021-03-26 02:15:00;26/03/21 02:20:00;2021-03-26 02:15:00;;;26/03/21 02:25:00;;;26/03/21 04:50:00;;;26/03/21 06:10:00;;;2,4;3,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21031959;JOB21016530;SOUTHAMPTON;Southampton;MORNING CORNELIA;LOCK;;Zuidelijk Insteekdok SRT ZID;2021-03-25 22:50:00;25/03/21 23:30:00;2021-03-25 23:20:00;;;25/03/21 23:30:00;;;26/03/21 01:17:31;;;26/03/21 02:15:00;;;1,8;3,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21031771;JOB21016444;SOUTHAMPTON;Southampton;CMA CGM AMERICA;VOORHAVEN;Albert II dok APM TERMINAL;;2021-03-25 13:35:00;25/03/21 14:00:00;2021-03-25 13:55:00;;;25/03/21 14:00:00;;;25/03/21 14:25:00;;;25/03/21 14:55:00;;;0,4;1,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21031523;JOB21016304;SOUTHAMPTON;Southampton;CSCL STAR;VOORHAVEN;;Albert II dok APM TERMINAL;2021-03-24 23:41:16;24/03/21 22:42:00;2021-03-25 00:01:58;;;25/03/21 00:08:44;;;25/03/21 01:10:54;;;25/03/21 01:40:00;;;1,;2,;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21031479;JOB21016292;SOUTHAMPTON;Southampton;CMA CGM AMERICA;VOORHAVEN;;Albert II dok APM TERMINAL;2021-03-24 20:22:23;24/03/21 20:55:00;2021-03-24 20:55:19;;;24/03/21 20:55:23;;;24/03/21 21:44:55;;;24/03/21 22:15:00;;;0,8;1,9;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21031272;JOB21016187;SOUTHAMPTON;Southampton;RUDOLF SAMOYLOVICH;VOORHAVEN;LNG LNG STEIGER WEST;;2021-03-24 10:30:00;24/03/21 10:50:00;2021-03-24 10:50:00;;;24/03/21 10:50:00;;;24/03/21 11:33:49;;;24/03/21 12:03:00;;;0,7;1,6;Finished;;VRAI
ASS21031043;JOB21016081;SOUTHAMPTON;Southampton;ENDURANCE;LOCK;;Noordelijk Insteekdok BNFW WEST;2021-03-23 17:00:00;23/03/21 17:50:00;2021-03-23 17:30:00;;;23/03/21 17:50:00;;;23/03/21 20:13:32;;;23/03/21 20:22:33;;;2,4;3,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21030915;JOB21016009;SOUTHAMPTON;Southampton;APL SINGAPURA;VOORHAVEN;Albert II dok APM TERMINAL;Ligplaats 1710, DEURGANCKDOK 2;2021-03-23 12:30:00;23/03/21 21:09:00;2021-03-23 13:00:00;47.04159999999999;41690 - 41719;23/03/21 13:58:57;;;23/03/21 14:29:29;;;23/03/21 15:00:00;;;0,5;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21030866;JOB21015983;SOUTHAMPTON;Southampton;RUDOLF SAMOYLOVICH;VOORHAVEN;;LNG LNG STEIGER WEST;2021-03-23 09:35:00;23/03/21 10:30:00;2021-03-23 10:29:01;;;23/03/21 10:31:04;;;23/03/21 12:29:52;;;23/03/21 13:00:00;;;2,;3,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21030724;JOB21015907;SOUTHAMPTON;Southampton;APL SINGAPURA;VOORHAVEN;;Albert II dok APM TERMINAL;2021-03-22 19:58:21;22/03/21 20:30:00;2021-03-22 20:23:04;55.433899999999994;40697 - 40721;22/03/21 20:33:42;;;22/03/21 21:28:57;;;22/03/21 22:00:00;;;0,9;2,;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21030679;JOB21015893;SOUTHAMPTON;Southampton;GLOVIS CARAVEL;LOCK;Zuidelijk Insteekdok TOYOTA ZID;;2021-03-22 17:30:00;22/03/21 17:55:00;2021-03-22 17:55:57;;;22/03/21 17:55:58;;;22/03/21 19:06:57;;;22/03/21 19:35:00;;;1,2;2,1;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21030551;JOB21015761;SOUTHAMPTON;Southampton;AZALEA ACE;LOCK;;Zuidelijk Insteekdok ZID OOST;2021-03-22 12:10:00;22/03/21 12:50:00;2021-03-22 12:40:00;;;22/03/21 12:53:24;;;22/03/21 15:20:42;;;22/03/21 15:50:00;;;2,5;3,7;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21030356;JOB21015656;SOUTHAMPTON;Southampton;SCHELDEGRACHT;SHIFT VOORHAVEN;Visartsluis - ZP1 OCHZ WESTERHOOFD;Wielingendok STORA WIELINGENDOK;2021-03-22 01:26:30;22/03/21 02:00:00;2021-03-22 01:48:16;;;22/03/21 02:04:41;;;22/03/21 03:26:26;;;22/03/21 03:55:00;;;1,4;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21030212;JOB21015614;SOUTHAMPTON;Southampton;CORAL LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;2021-03-21 17:35:00;21/03/21 18:35:00;2021-03-21 18:10:00;44.297399999999996;39114 - 39148;21/03/21 18:35:11;;;21/03/21 19:15:53;;;21/03/21 19:28:23;;;0,7;1,9;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21030163;JOB21015593;SOUTHAMPTON;Southampton;TANNHAUSER;LOCK;;Zuidelijk Insteekdok WALLENIUS;2021-03-21 15:30:00;21/03/21 15:55:00;2021-03-21 15:54:39;118.34190000000001;38989 - 39013;21/03/21 15:54:41;;;21/03/21 17:35:00;;;21/03/21 18:05:00;;;1,7;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21030133;JOB21015578;SOUTHAMPTON;Southampton;MORNING LUCY;LOCK;Zuidelijk Insteekdok WALLENIUS;;2021-03-21 13:30:00;21/03/21 13:55:00;2021-03-21 14:00:00;;;21/03/21 14:00:30;;;21/03/21 15:32:17;;;21/03/21 16:00:00;;;1,5;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21029991;JOB21015530;SOUTHAMPTON;Southampton;RHEA LEADER;LOCK;Ligplaats 1239, VRASENEDOK;Zuidelijk Insteekdok ZID WEST;2021-03-21 02:42:11;21/03/21 03:20:00;2021-03-21 03:21:54;;;21/03/21 03:21:58;;;21/03/21 05:00:00;;;21/03/21 05:21:07;;;1,6;2,6;Finished;TOWING WINCH FWD / STBD;FAUX
ASS21029839;JOB21015473;SOUTHAMPTON;Southampton;MELEQ;VOORHAVEN;Albert II dok ALBERT II DOK;;2021-03-20 15:45:00;20/03/21 16:15:00;2021-03-20 16:15:00;;;20/03/21 16:16:54;;;20/03/21 16:28:59;;;20/03/21 17:00:00;;;0,2;1,3;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21029686;JOB21015398;SOUTHAMPTON;Southampton;ZILTBORG;VOORHAVEN;;Wielingendok STORA WIELINGENDOK;2021-03-20 07:00:00;20/03/21 07:35:00;2021-03-20 07:36:47;;;20/03/21 07:38:21;;;20/03/21 08:00:17;;;20/03/21 08:30:00;;;0,4;1,5;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21029615;JOB21015371;SOUTHAMPTON;Southampton;AL NUAMAN;VOORHAVEN;LNG LNG STEIGER WEST;;2021-03-20 01:30:16;20/03/21 02:35:00;2021-03-20 02:10:01;88.9496;36710 - 36749;20/03/21 02:41:58;;;20/03/21 03:13:29;;;20/03/21 03:45:00;;;0,5;2,2;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21029596;JOB21015364;SOUTHAMPTON;Southampton;AUTO ECO;LOCK ONLY;Zuidelijk Insteekdok ZID WEST;;2021-03-19 23:50:00;20/03/21 00:28:00;2021-03-20 00:20:00;;;20/03/21 00:28:30;;;20/03/21 01:28:20;;;20/03/21 01:28:24;;;1,;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21029543;JOB21015337;SOUTHAMPTON;Southampton;PROMETHEUS LEADER;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-03-19 19:59:00;19/03/21 20:50:00;2021-03-19 20:48:15;;;19/03/21 20:48:17;;;19/03/21 22:26:36;;;19/03/21 22:55:00;;;1,6;2,9;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21029389;JOB21015224;SOUTHAMPTON;Southampton;AL NUAMAN;FIREWATCH;;LNG LNG STEIGER WEST;2021-03-19 10:00:00;19/03/21 03:40:00;2021-03-19 10:30:00;;;19/03/21 10:30:00;;;19/03/21 17:30:00;;;19/03/21 18:00:00;;;7,;8,;Finished;;FAUX
ASS21029280;JOB21015163;SOUTHAMPTON;Southampton;AL NUAMAN;VOORHAVEN;;LNG LNG STEIGER WEST;2021-03-19 00:29:09;19/03/21 01:40:00;2021-03-19 01:03:58;;;19/03/21 01:22:11;;;19/03/21 02:58:43;;;19/03/21 03:30:00;;;1,6;3,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21029216;JOB21015136;SOUTHAMPTON;Southampton;MSC PINA;VOORHAVEN;;Albert II dok APM TERMINAL;2021-03-18 19:40:53;18/03/21 20:45:00;2021-03-18 20:29:19;55.3987;34919 - 34967;18/03/21 20:29:22;;;18/03/21 21:34:09;;;18/03/21 22:05:00;;;1,1;2,4;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21029183;JOB21015122;SOUTHAMPTON;Southampton;MICHIGAN HIGHWAY;LOCK;Zuidelijk Insteekdok TOYOTA ZID;;2021-03-18 15:40:00;18/03/21 18:00:00;2021-03-18 16:20:00;34.942099999999996;34679 - 34718;18/03/21 18:00:00;;;18/03/21 19:38:56;;;18/03/21 19:39:56;;;1,6;4,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21029078;JOB21015043;SOUTHAMPTON;Southampton;MANON;LOCK;Zuidelijk Insteekdok SRT ZID;;2021-03-18 12:20:00;18/03/21 14:55:00;2021-03-18 14:45:00;62.45;34479 - 34623;18/03/21 14:58:00;;;18/03/21 15:41:38;;;18/03/21 16:21:00;;;0,7;4,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028910;JOB21014926;SOUTHAMPTON;Southampton;CORAL LEADER;LOCK;;Zuidelijk Insteekdok ZID OOST;2021-03-18 01:40:00;18/03/21 02:22:00;2021-03-18 02:21:05;2.3334933897;33839 - 33879;18/03/21 02:22:00;;;18/03/21 02:30:00;;;18/03/21 03:00:00;;;0,1;1,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028883;JOB21014913;SOUTHAMPTON;Southampton;HOEGH TRACER;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-03-17 23:35:00;17/03/21 23:45:00;2021-03-17 23:45:00;10.3258;33713 - 33722;17/03/21 23:45:00;;;18/03/21 00:15:00;;;18/03/21 00:45:00;;;0,5;1,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028878;JOB21014916;SOUTHAMPTON;Southampton;PAULINE;VOORHAVEN;Brittaniadok C.RO  BRITTANNIADOK;;2021-03-17 22:30:00;17/03/21 23:00:00;2021-03-17 23:00:00;;;17/03/21 23:00:00;;;17/03/21 23:35:00;;;18/03/21 00:05:00;;;0,6;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028760;JOB21014839;SOUTHAMPTON;Southampton;APHRODITE LEADER;LOCK;Zuidelijk Insteekdok ZID WEST;;2021-03-17 15:40:00;17/03/21 15:55:00;2021-03-17 15:45:00;3.1604;33239 - 33243;17/03/21 15:55:00;;;17/03/21 17:42:20;;;17/03/21 18:12:00;;;1,8;2,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028687;JOB21014802;SOUTHAMPTON;Southampton;IRIS ACE;LOCK;;Zuidelijk Insteekdok TOYOTA ZID;2021-03-17 13:05:50;17/03/21 13:35:00;2021-03-17 13:05:52;5.0341000000000005;33084 - 33084;17/03/21 13:40:00;;;17/03/21 15:35:00;;;17/03/21 15:40:00;;;1,9;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028630;JOB21014765;SOUTHAMPTON;Southampton;MOSEL ACE;LOCK;Zuidelijk Insteekdok STEIGER TOYOTA;;2021-03-17 11:00:00;17/03/21 11:25:00;2021-03-17 11:28:07;;;17/03/21 11:28:08;;;17/03/21 13:03:52;;;17/03/21 13:05:09;;;1,6;2,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028588;JOB21014738;SOUTHAMPTON;Southampton;APHRODITE LEADER;SHIFT ACHTERHAVEN;;Zuidelijk Insteekdok ZID OOST;2021-03-17 01:10:00;17/03/21 01:40:00;2021-03-17 01:25:00;24.3069;32369 - 32383;17/03/21 01:40:00;;;17/03/21 02:35:00;;;17/03/21 03:05:00;;;0,9;1,9;Finished;;VRAI
ASS21028491;JOB21014681;SOUTHAMPTON;Southampton;NEPTUNE DYNAMIS;LOCK;;Noordelijk Insteekdok CTO OOST;2021-03-17 00:10:00;16/03/21 23:05:00;2021-03-17 00:10:00;;;17/03/21 00:15:00;;;17/03/21 01:08:03;;;17/03/21 01:38:00;;;0,9;1,5;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028427;JOB21014666;SOUTHAMPTON;Southampton;CITY OF ST PETERSBURG;LOCK;;Noordelijk Insteekdok ICO WEST;2021-03-16 19:00:00;16/03/21 19:45:00;2021-03-16 19:30:00;;;16/03/21 19:45:00;;;16/03/21 22:50:00;;;16/03/21 23:20:00;;;3,1;4,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028191;JOB21014522;SOUTHAMPTON;Southampton;AL SADD;VOORHAVEN;;LNG LNG STEIGER WEST;2021-03-16 10:30:00;16/03/21 11:30:00;2021-03-16 11:15:00;42.9179;31489 - 31533;16/03/21 11:33:28;;;16/03/21 13:45:00;;;16/03/21 14:15:00;;;2,2;3,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028119;JOB21014499;SOUTHAMPTON;Southampton;GAS AGILITY;VOORHAVEN;LNG LNG STEIGER WEST;;2021-03-16 07:20:00;16/03/21 07:50:00;2021-03-16 07:50:00;167.00119999999998;31299 - 31328;16/03/21 07:50:00;;;16/03/21 08:20:00;;;16/03/21 08:50:00;;;0,5;1,5;Finished;;VRAI
ASS21028097;JOB21014488;SOUTHAMPTON;Southampton;COSCO SHIPPING STAR;VOORHAVEN;Albert II dok APM TERMINAL;;2021-03-16 05:10:00;16/03/21 06:00:00;2021-03-16 05:40:00;;;16/03/21 06:10:00;;;16/03/21 06:41:43;;;16/03/21 07:10:00;;;0,5;2,;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028059;JOB21014468;SOUTHAMPTON;Southampton;SERENITY ACE;LOCK;Zuidelijk Insteekdok ZID WEST;;2021-03-16 00:00:00;16/03/21 01:25:00;2021-03-16 01:20:00;106.4858;30858 - 30938;16/03/21 01:25:00;;;16/03/21 02:40:00;;;16/03/21 03:10:00;;;1,3;3,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21028021;JOB21014457;SOUTHAMPTON;Southampton;NEPTUNE GALENE;LOCK;Noordelijk Insteekdok ICO WEST;;2021-03-15 21:36:07;15/03/21 22:00:00;2021-03-15 22:00:00;;;15/03/21 22:00:00;;;15/03/21 23:55:00;;;16/03/21 00:25:00;;;1,9;2,8;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21027886;JOB21014358;SOUTHAMPTON;Southampton;SERENITY ACE;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-03-15 14:30:00;15/03/21 13:20:00;2021-03-15 14:30:00;;;15/03/21 14:50:00;;;15/03/21 15:15:28;;;15/03/21 15:45:00;;;0,4;1,3;Finished;;VRAI
ASS21027640;JOB21014238;SOUTHAMPTON;Southampton;NEPTUNE GALENE;LOCK;;Noordelijk Insteekdok ICO WEST;2021-03-15 03:00:00;15/03/21 02:50:00;2021-03-15 04:10:00;295.9691967265;29599 - 29668;15/03/21 04:10:00;;;15/03/21 04:45:00;;;15/03/21 05:15:00;;;0,6;2,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21027609;JOB21014227;SOUTHAMPTON;Southampton;MORNING LUCY;SHIFT ACHTERHAVEN;;Noordelijk Insteekdok ICO WEST;2021-03-15 00:20:00;15/03/21 01:50:00;2021-03-15 01:45:00;;;15/03/21 02:00:00;;;15/03/21 02:30:00;;;15/03/21 03:00:00;;;0,5;2,7;Finished;TOWING WINCH FWD / STBD;VRAI
ASS21027545;JOB21014224;SOUTHAMPTON;Southampton;MONZA EXPRESS;LOCK;Verbindingsdok ZID WEST;;2021-03-14 21:40:00;14/03/21 22:00:00;2021-03-14 21:55:00;6.2456;29278 - 29292;14/03/21 22:00:00;;;14/03/21 22:35:00;;;14/03/21 23:05:00;;;0,6;1,4;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21027501;JOB21014203;SOUTHAMPTON;Southampton;THEMIS;LOCK;;Zuidelijk Insteekdok WALLENIUS;2021-03-14 19:35:00;14/03/21 19:55:00;2021-03-14 19:55:00;22.9984;29153 - 29172;14/03/21 19:55:00;;;14/03/21 21:40:00;;;14/03/21 22:10:00;;;1,8;2,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21027476;JOB21014170;SOUTHAMPTON;Southampton;SILVER MOON;LOCK;Zuidelijk Insteekdok TOYOTA ZID;;2021-03-14 16:30:00;14/03/21 17:00:00;2021-03-14 16:50:00;7.607200000000001;28968 - 28987;14/03/21 17:00:00;;;14/03/21 19:35:00;;;14/03/21 20:05:00;;;2,6;3,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21027444;JOB21014162;SOUTHAMPTON;Southampton;TULANE;LOCK;;Zuidelijk Insteekdok SRT ZID;2021-03-14 12:50:00;14/03/21 13:30:00;2021-03-14 13:15:00;;;14/03/21 13:30:00;;;14/03/21 15:15:00;;;14/03/21 15:45:00;;;1,8;2,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21027303;JOB21014094;SOUTHAMPTON;Southampton;MSC SINDY;VOORHAVEN;Albert II dok APM TERMINAL;;2021-03-14 05:45:00;14/03/21 06:00:00;2021-03-14 06:10:00;12.2818;28324 - 28348;14/03/21 06:10:00;;;14/03/21 06:30:52;;;14/03/21 07:00:00;;;0,3;1,3;Finished;;VRAI
ASS21027204;JOB21014057;SOUTHAMPTON;Southampton;SALOME;LOCK;Zuidelijk Insteekdok WALLENIUS;;2021-03-13 20:20:00;13/03/21 22:15:00;2021-03-13 20:50:00;131.61670000000004;27758 - 27787;13/03/21 22:15:00;;;13/03/21 23:55:00;;;14/03/21 00:25:00;;;1,7;4,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21027084;JOB21013799;SOUTHAMPTON;Southampton;ARTEMIS LEADER;FIREWATCH;;Zuidelijk Insteekdok ZID WEST;2021-03-13 16:45:00;12/03/21 13:30:00;2021-03-13 17:05:00;;;13/03/21 17:05:00;;;13/03/21 20:12:52;;;13/03/21 20:42:00;;;3,1;4,;Finished;;VRAI
ASS21026429;JOB21013658;SOUTHAMPTON;Southampton;FEDOR LITKE;FIREWATCH;;LNG LNG TERMINAL;2021-03-12 00:00:00;12/03/21 00:10:00;2021-03-12 00:10:00;23.3593;25097 - 25106;12/03/21 00:10:00;;;12/03/21 06:00:00;;;12/03/21 06:00:00;;;5,8;6,;Finished;;FAUX
ASS21026279;JOB21013597;SOUTHAMPTON;Southampton;MELEQ;VOORHAVEN;;Hermespier C.RO  HERMESKAAI;2021-03-11 23:30:00;11/03/21 23:45:00;2021-03-11 23:45:00;37.894000000000005;25067 - 25081;11/03/21 23:45:00;;;11/03/21 23:55:00;;;12/03/21 00:25:00;;;0,2;0,9;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21026164;JOB21013538;SOUTHAMPTON;Southampton;VLADIMIR RUSANOV;VOORHAVEN;LNG LNG TERMINAL;;2021-03-11 19:20:00;11/03/21 19:25:00;2021-03-11 19:20:00;;;11/03/21 19:35:00;;;11/03/21 20:05:48;;;11/03/21 20:35:00;;;0,5;1,3;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21026215;JOB21013562;SOUTHAMPTON;Southampton;FEDOR LITKE;VOORHAVEN;;LNG LNG TERMINAL;2021-03-11 19:20:00;11/03/21 22:05:00;2021-03-11 21:30:00;346.6436;24817 - 24946;11/03/21 22:05:00;;;11/03/21 23:30:00;;;12/03/21 00:00:00;;;1,4;4,7;Finished;TOWING WINCH FWD / STBD;FAUX
ASS21025868;JOB21013398;SOUTHAMPTON;Southampton;CSCL ATLANTIC OCEAN;FIREWATCH;;Albert II dok APM TERMINAL;2021-03-11 10:30:00;11/03/21 10:45:00;2021-03-11 10:45:00;0.9938;24288 - 24302;11/03/21 10:45:00;;;11/03/21 14:17:53;;;11/03/21 14:30:00;;;3,5;4,;Finished;;VRAI
ASS21025769;JOB21013346;SOUTHAMPTON;Southampton;FINNSEA;VOORHAVEN;;Wielingendok WIELINGENDOK;2021-03-11 05:45:00;11/03/21 06:20:00;2021-03-11 06:15:00;;;11/03/21 06:30:00;;;11/03/21 07:30:00;;;11/03/21 07:45:00;;;1,;2,;Finished;;VRAI
ASS21025643;JOB21013289;SOUTHAMPTON;Southampton;LENA RIVER;VOORHAVEN;LNG LNG STEIGER WEST;;2021-03-10 19:40:00;10/03/21 20:00:00;2021-03-10 19:50:00;;;10/03/21 19:55:00;;;10/03/21 20:55:00;;;10/03/21 21:00:00;;;1,;1,3;Finished;;VRAI
ASS21025241;JOB21013050;SOUTHAMPTON;Southampton;LENA RIVER;FIREWATCH;;LNG LNG STEIGER WEST;2021-03-09 22:30:00;09/03/21 20:50:00;2021-03-09 22:30:00;;;09/03/21 22:30:00;;;10/03/21 07:00:00;;;10/03/21 07:30:00;;;8,5;9,;Finished;;FAUX
ASS21025242;JOB21013004;SOUTHAMPTON;Southampton;VLADIMIR RUSANOV;FIREWATCH;;LNG LNG TERMINAL;2021-03-09 22:30:00;09/03/21 15:15:00;2021-03-09 22:30:00;;;09/03/21 22:30:00;;;10/03/21 07:00:00;;;10/03/21 07:30:00;;;8,5;9,;Finished;;FAUX
ASS21025185;JOB21013028;SOUTHAMPTON;Southampton;LENA RIVER;VOORHAVEN;;LNG LNG STEIGER WEST;2021-03-09 17:45:00;09/03/21 19:00:00;2021-03-09 18:25:00;25.488400000000002;21988 - 22004;09/03/21 18:45:00;;;09/03/21 20:25:00;;;09/03/21 20:55:00;;;1,7;3,2;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21025148;JOB21013005;SOUTHAMPTON;Southampton;UNITED SPIRIT;LOCK;Noordelijk Insteekdok ICO WEST;;2021-03-09 15:45:00;09/03/21 16:15:00;2021-03-09 16:15:00;;;09/03/21 16:15:08;;;09/03/21 17:54:49;;;09/03/21 18:24:01;;;1,7;2,7;Finished;TOWING WINCH FWD / PORT;FAUX
ASS21025083;JOB21012953;SOUTHAMPTON;Southampton;LAKE GENEVA;LOCK;Zuidelijk Insteekdok ZID WEST;;2021-03-09 12:30:00;09/03/21 13:10:00;2021-03-09 13:00:00;;;09/03/21 13:05:00;;;09/03/21 14:03:42;;;09/03/21 14:35:00;;;1,;2,1;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21024914;JOB21012886;SOUTHAMPTON;Southampton;OPAL LEADER;LOCK;Zuidelijk Insteekdok ZID OOST;;2021-03-09 04:10:00;09/03/21 04:15:00;2021-03-09 04:20:00;6.328100000000001;21174 - 21183;09/03/21 04:20:00;;;09/03/21 05:45:00;;;09/03/21 05:45:00;;;1,4;1,6;Finished;TOWING WINCH FWD / PORT;VRAI
ASS21024905;JOB21012869;SOUTHAMPTON;Southampton;VIKING AMBER;LOCK;;Zuidelijk Insteekdok ZID WEST;2021-03-09 03:10:00;09/03/21 02:00:00;2021-03-09 03:25:00;;;09/03/21 03:35:00;;;09/03/21 04:10:00;;;09/03/21 04:10:00;;;0,6;1,;Finished;;VRAI
ASS21024879;JOB21012857;SOUTHAMPTON;Southampton;MORNING CLAIRE;LOCK;;Zuidelijk Insteekdok TOYOTA ZID;2021-03-09 00:00:00;08/03/21 23:15:00;2021-03-09 00:30:00;;;09/03/21 00:30:00;;;09/03/21 01:15:00;;;09/03/21 01:45:00;;;0,8;1,8;Finished;;VRAI
